pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-1583689273,istio-proxy,22.6640625,4.30676653948457,,
dummy-1583689274,POD,1.45703125,0.0,0.0,0.0
dummy-1583689274,istio-proxy,26.978515625,4.253192109166667,,
dummy-1583689275,POD,1.58203125,0.0,0.0,0.0
dummy-1583689275,istio-proxy,12.0078125,,,
dummy-1583689276,POD,1.3359375,0.0,0.0,0.0
dummy-1583689276,istio-proxy,26.984375,2.7432659600000004,,
dummy-1583689277,POD,1.31640625,0.0,0.0,0.0
dummy-1583689277,istio-proxy,23.611328125,2.821113786399791,,
dummy-1583689278,POD,1.609375,,,
dummy-1583689278,istio-proxy,14.140625,,,
dummy-1583689279,POD,1.3828125,0.0,0.0,0.0
dummy-1583689279,istio-proxy,28.470703125,2.3091783004741915,,
