pod,container,Memory,CPU,Traffic Rx,Traffic Tx
dummy-1583689158,istio-proxy,38.475260416666664,5.08141048057996,,
dummy-1583689159,POD,1.45703125,0.0,0.11400440059321787,0.04075882899506676
dummy-1583689159,istio-proxy,44.505859375,4.42821098203593,,
dummy-1583689160,POD,1.4140625,0.0,0.0979270224158433,0.034918658586504
dummy-1583689160,istio-proxy,37.8671875,5.043914996553587,,
dummy-1583689161,POD,1.30859375,0.0,0.08538223243345877,0.03031386138777705
dummy-1583689161,istio-proxy,38.6767578125,6.16957317602314,,
dummy-1583689162,POD,1.36328125,0.0,0.08965622489096675,0.02975956630955974
dummy-1583689162,istio-proxy,46.381510416666664,6.340929283810503,,
dummy-1583689163,POD,1.32421875,0.0,0.11402745343357906,0.03953821611114223
dummy-1583689163,istio-proxy,43.420572916666664,5.134334916945258,,
dummy-1583689164,POD,1.4765625,0.0,0.08815533630733133,0.03178485593919986
dummy-1583689164,istio-proxy,39.088541666666664,4.44259043369063,,
dummy-1583689165,POD,1.390625,0.0,0.12237508371041939,0.04379797196979615
dummy-1583689165,istio-proxy,38.4697265625,5.477775820528582,,
dummy-1583689191,POD,1.39453125,0.0,0.1275501103889948,0.04490945431576925
dummy-1583689191,istio-proxy,39.322265625,4.282306036042076,,
dummy-1583689192,POD,1.43359375,0.0,0.09720031121936659,0.035065360652645414
dummy-1583689192,istio-proxy,43.28125,6.044281703260146,,
dummy-1583689193,POD,1.484375,0.0,0.06910907954672564,0.024727904453199098
dummy-1583689193,istio-proxy,38.3837890625,5.133135188374856,,
dummy-1583689194,POD,1.48828125,0.0,0.11989365160639458,0.0421705997440136
dummy-1583689194,istio-proxy,43.302083333333336,5.594316038951309,,
dummy-1583689195,POD,1.32421875,0.0,0.10332653405351463,0.035731964601466513
dummy-1583689195,istio-proxy,42.3798828125,4.830210321191209,,
dummy-1583689196,POD,1.40234375,0.0,0.10635201930999756,0.035861539840698245
dummy-1583689196,istio-proxy,41.83203125,3.743505345,,
dummy-1583689197,POD,1.41015625,0.0,0.10637803069931677,0.038403932745371266
dummy-1583689197,istio-proxy,42.893229166666664,3.544877680737233,,
dummy-1583689198,POD,1.49609375,0.0,0.09482143821478234,0.0344549299030423
dummy-1583689198,istio-proxy,38.8974609375,5.075837714086854,,
dummy-1583689199,POD,1.35546875,0.0,0.08921743708527004,0.03172041379312915
dummy-1583689199,istio-proxy,44.00390625,5.926418058229065,,
dummy-1583689200,POD,1.1953125,0.0,0.08769695676947617,0.031582965393831916
dummy-1583689200,istio-proxy,37.822265625,5.149600158592544,,
dummy-1583689201,POD,1.49609375,0.0,0.09804352787253606,0.034757208866893805
dummy-1583689201,istio-proxy,37.915364583333336,4.183925842975297,,
dummy-1583689202,POD,1.39453125,0.0,0.07758636815868562,0.02849979756196482
dummy-1583689202,istio-proxy,39.12890625,5.129611023277441,,
dummy-1583689231,POD,1.51171875,0.0,0.0849033208726073,0.030574739665217784
dummy-1583689231,istio-proxy,38.520833333333336,5.991565430784697,,
dummy-1583689232,POD,1.37890625,0.0,0.10723085081014891,0.03737042504666258
dummy-1583689232,istio-proxy,37.623697916666664,5.041522273111378,,
dummy-1583689233,POD,1.32421875,0.0,0.11433855826827828,0.04119932165945551
dummy-1583689233,istio-proxy,38.467447916666664,5.77584552482733,,
dummy-1583689234,POD,1.27734375,0.0,0.09128779969146808,0.03232576661858092
dummy-1583689234,istio-proxy,43.80859375,7.5597669658162765,,
dummy-1583689235,POD,1.45703125,0.0,0.08733789522205668,0.032447172519872176
dummy-1583689235,istio-proxy,38.1865234375,4.186487895592486,,
dummy-1583689236,POD,1.40234375,0.0,0.08660941222393315,0.03158668260910882
dummy-1583689236,istio-proxy,44.627604166666664,3.7850979354703225,,
dummy-1583689237,POD,1.515625,0.0,0.11223836389217717,0.03877635574241143
dummy-1583689237,istio-proxy,44.69140625,7.28253971062665,,
dummy-1583689238,POD,1.375,0.0,0.10253934343396773,0.037451366212680574
dummy-1583689238,istio-proxy,40.2109375,4.107124157253795,,
dummy-1583689239,POD,1.49609375,0.0,0.09648992716541972,0.03467673686013293
dummy-1583689239,istio-proxy,42.6640625,4.470879391680747,,
dummy-1583689240,POD,1.2734375,0.0,0.0917753267606168,0.03262415422524501
dummy-1583689240,istio-proxy,38.7314453125,4.781570800033127,,
dummy-1583689241,POD,1.4453125,0.0,0.09791703102348072,0.03511531465567002
dummy-1583689241,istio-proxy,38.646484375,4.3736532788480265,,
dummy-1583689242,POD,1.4765625,0.0,0.0952621774935941,0.034126207369183176
dummy-1583689242,istio-proxy,39.3974609375,4.907320124321881,,
dummy-1583689243,POD,1.37890625,0.0,0.12910206601977006,0.04512696361774488
dummy-1583689243,istio-proxy,42.787760416666664,5.399164199716443,,
dummy-1583689268,POD,1.421875,0.0,0.08200867991406112,0.029530028133066513
dummy-1583689268,istio-proxy,44.990234375,4.373232441629119,,
dummy-1583689269,POD,1.42578125,0.0,0.09409516149344434,0.03424018436912109
dummy-1583689269,istio-proxy,44.263671875,4.2023846491228065,,
dummy-1583689270,POD,1.34375,0.0,0.09999420596540727,0.03514407834636446
dummy-1583689270,istio-proxy,43.1357421875,5.221868589072639,,
dummy-1583689271,POD,1.2421875,0.0,0.08852885322768697,0.03275054135490234
dummy-1583689271,istio-proxy,38.4814453125,4.591006442474047,,
dummy-1583689272,POD,1.17578125,0.0,0.08532154395125736,0.03160711960523706
dummy-1583689272,istio-proxy,40.645833333333336,4.4089472562553915,,
dummy-1583689273,POD,1.6015625,0.0,0.11199551134244724,0.039442323815279255
dummy-1583689273,istio-proxy,38.44921875,6.1751118760136965,,
dummy-1583689274,POD,1.45703125,0.0,0.10043402826123128,0.035260629214224265
dummy-1583689274,istio-proxy,42.186197916666664,4.120312089066309,,
dummy-1583689275,POD,1.58203125,0.0,0.0881403029015855,0.03254915230250419
dummy-1583689275,istio-proxy,43.311197916666664,5.824821354311931,,
dummy-1583689276,POD,1.3359375,0.0,0.09595619837443035,0.03366541862487793
dummy-1583689276,istio-proxy,42.0078125,4.941134024716732,,
dummy-1583689277,POD,1.31640625,0.0,0.11932851368560377,0.04352280985669391
dummy-1583689277,istio-proxy,37.973958333333336,5.297467488764027,,
dummy-1583689278,POD,1.41796875,0.0,0.11452299251574578,0.0415236065197604
dummy-1583689278,istio-proxy,42.5390625,5.7101674603869395,,
dummy-1583689279,POD,1.3828125,0.0,0.08832074801127116,0.03257600069046021
dummy-1583689279,istio-proxy,43.279947916666664,5.437541834541307,,
dummy-1583689306,POD,1.515625,0.0,0.0,0.0
dummy-1583689306,istio-proxy,30.10546875,6.352827376666665,,
dummy-1583689307,POD,1.43359375,0.0,0.017112461963349954,0.005665947288861887
dummy-1583689307,istio-proxy,23.29296875,5.1245054275,,
dummy-1583689308,POD,1.18359375,0.0,0.0,0.0
dummy-1583689308,istio-proxy,28.78515625,6.357877046633606,,
dummy-1583689309,POD,1.4075520833333333,0.0,0.00014861072937939583,0.0013311028334488779
dummy-1583689309,istio-proxy,29.619140625,6.058977787845813,,
dummy-1583689310,POD,1.4765625,0.0,0.00011042238854346027,0.0013668346576696314
dummy-1583689310,istio-proxy,24.515625,5.769467729406842,,
dummy-1583689311,POD,1.46484375,0.0,0.0,0.0
dummy-1583689311,istio-proxy,23.505859375,4.75596925837963,,
dummy-1583689312,POD,1.265625,0.0,0.0,0.0
dummy-1583689312,istio-proxy,32.49609375,3.605916461666667,,
dummy-1583689313,POD,1.4921875,0.0,0.0,0.0
dummy-1583689313,istio-proxy,24.25,2.879292888333334,,
dummy-1583689314,POD,1.328125,0.0,0.0,0.0
dummy-1583689314,istio-proxy,23.48046875,2.3417854783333336,,
dummy-1583689315,POD,1.5234375,0.0,0.0,0.0
dummy-1583689315,istio-proxy,24.8125,2.8827574767935524,,
dummy-1583689316,POD,1.1796875,0.0,0.0,0.0
dummy-1583689316,istio-proxy,28.98046875,3.2610296104984378,,
dummy-1583689317,POD,1.56640625,0.0,0.0,0.0
dummy-1583689317,istio-proxy,23.4609375,2.7919007332411674,,
